test_subject,oov_label,method,k,calibration_mode,base_train_samples,base_val_samples,calib_samples,eval_samples,eval_known_samples,eval_oov_samples,final_acc_all,final_macro_f1_all,final_acc_known,final_macro_f1_known,final_acc_oov,final_recall_oov,best_diag_acc_all,best_diag_epoch,base_ckpt,calibration_ckpt,pretrained_ckpt,oov_pred_counts_json
sub10,runonspot,supMAE,1,head_only,1656,416,22,478,464,14,85.564854,0.841735,85.991379,0.853129,71.428571,71.428571,85.564854,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_k1_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""buttkicks"": 2, ""hop"": 2, ""runonspot"": 10}"
sub10,runonspot,supMAE,3,head_only,1656,416,66,434,422,12,90.783410,0.920800,90.521327,0.917028,100.000000,100.000000,90.783410,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_k3_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""runonspot"": 12}"
sub10,runonspot,supMAE,5,head_only,1656,416,110,390,380,10,96.923077,0.962517,96.842105,0.960732,100.000000,100.000000,96.923077,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_k5_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""runonspot"": 10}"
sub10,runonspot,supMAE,10,head_only,1656,416,220,280,275,5,99.642857,0.996206,99.636364,0.996025,100.000000,100.000000,99.642857,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supMAE_k10_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""runonspot"": 5}"
sub10,runonspot,mae,1,head_only,1656,416,22,478,464,14,86.820084,0.864600,87.931034,0.882572,50.000000,50.000000,86.820084,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_k1_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""buttkicks"": 7, ""runonspot"": 7}"
sub10,runonspot,mae,3,head_only,1656,416,66,434,422,12,91.474654,0.927878,92.180095,0.939920,66.666667,66.666667,91.474654,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_k3_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""buttkicks"": 4, ""runonspot"": 8}"
sub10,runonspot,mae,5,head_only,1656,416,110,390,380,10,94.615385,0.927246,95.000000,0.932736,80.000000,80.000000,94.615385,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_k5_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""buttkicks"": 2, ""runonspot"": 8}"
sub10,runonspot,mae,10,head_only,1656,416,220,280,275,5,98.214286,0.980623,98.181818,0.979700,100.000000,100.000000,98.214286,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_mae_k10_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""runonspot"": 5}"
sub10,runonspot,supcon,1,head_only,1656,416,22,478,464,14,82.217573,0.814961,82.758621,0.823999,64.285714,64.285714,82.217573,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_k1_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""buttkicks"": 5, ""runonspot"": 9}"
sub10,runonspot,supcon,3,head_only,1656,416,66,434,422,12,89.400922,0.907108,89.573460,0.909980,83.333333,83.333333,89.400922,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_k3_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""buttkicks"": 2, ""runonspot"": 10}"
sub10,runonspot,supcon,5,head_only,1656,416,110,390,380,10,92.051282,0.924337,91.842105,0.925063,100.000000,100.000000,92.051282,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_k5_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""runonspot"": 10}"
sub10,runonspot,supcon,10,head_only,1656,416,220,280,275,5,96.785714,0.960692,96.727273,0.963149,100.000000,100.000000,96.785714,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-runonspot_supcon_k10_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""runonspot"": 5}"
sub10,sidekick,scratch,1,head_only,1658,416,22,478,462,16,82.008368,0.811190,81.385281,0.805001,100.000000,100.000000,82.008368,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_k1_head_only_last.pth,,"{""sidekick"": 16}"
sub10,sidekick,scratch,3,head_only,1658,416,66,434,420,14,92.396313,0.898461,92.142857,0.896801,100.000000,100.000000,92.396313,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_k3_head_only_last.pth,,"{""sidekick"": 14}"
sub10,sidekick,scratch,5,head_only,1658,416,110,390,378,12,96.153846,0.949013,96.031746,0.953388,100.000000,100.000000,96.153846,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_k5_head_only_last.pth,,"{""sidekick"": 12}"
sub10,sidekick,scratch,10,head_only,1658,416,220,280,273,7,97.857143,0.970118,97.802198,0.968695,100.000000,100.000000,97.857143,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_scratch_k10_head_only_last.pth,,"{""sidekick"": 7}"
sub10,sidekick,supLP120,1,head_only,1658,416,22,478,462,16,87.656904,0.875135,87.662338,0.875211,87.500000,87.500000,87.656904,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_k1_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airkick"": 1, ""jump"": 1, ""sidekick"": 14}"
sub10,sidekick,supLP120,3,head_only,1658,416,66,434,420,14,95.852535,0.952798,95.714286,0.953725,100.000000,100.000000,95.852535,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_k3_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""sidekick"": 14}"
sub10,sidekick,supLP120,5,head_only,1658,416,110,390,378,12,92.307692,0.932238,92.592593,0.938062,83.333333,83.333333,92.307692,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_k5_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""airkick"": 2, ""sidekick"": 10}"
sub10,sidekick,supLP120,10,head_only,1658,416,220,280,273,7,98.571429,0.980609,98.534799,0.982860,100.000000,100.000000,98.571429,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supLP120_k10_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""sidekick"": 7}"
sub10,sidekick,supMAE,1,head_only,1658,416,22,478,462,16,85.146444,0.859111,85.064935,0.857128,87.500000,87.500000,85.146444,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_k1_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""airkick"": 1, ""jump"": 1, ""sidekick"": 14}"
sub10,sidekick,supMAE,3,head_only,1658,416,66,434,420,14,94.239631,0.921933,94.285714,0.921252,92.857143,92.857143,94.239631,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_k3_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""jump"": 1, ""sidekick"": 13}"
sub10,sidekick,supMAE,5,head_only,1658,416,110,390,378,12,96.410256,0.956286,96.296296,0.959496,100.000000,100.000000,96.410256,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_k5_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""sidekick"": 12}"
sub10,sidekick,supMAE,10,head_only,1658,416,220,280,273,7,99.285714,0.991491,99.267399,0.991085,100.000000,100.000000,99.285714,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supMAE_k10_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""sidekick"": 7}"
sub10,sidekick,mae,1,head_only,1658,416,22,478,462,16,85.983264,0.874810,85.497835,0.875283,100.000000,100.000000,85.983264,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_k1_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sidekick"": 16}"
sub10,sidekick,mae,3,head_only,1658,416,66,434,420,14,92.396313,0.911663,92.142857,0.907456,100.000000,100.000000,92.396313,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_k3_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sidekick"": 14}"
sub10,sidekick,mae,5,head_only,1658,416,110,390,378,12,94.871795,0.937996,94.708995,0.940335,100.000000,100.000000,94.871795,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_k5_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sidekick"": 12}"
sub10,sidekick,mae,10,head_only,1658,416,220,280,273,7,98.928571,0.990079,98.901099,0.989607,100.000000,100.000000,98.928571,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_mae_k10_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sidekick"": 7}"
sub10,sidekick,supcon,1,head_only,1658,416,22,478,462,16,81.171548,0.816078,82.034632,0.828289,56.250000,56.250000,81.171548,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_k1_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""jump"": 7, ""sidekick"": 9}"
sub10,sidekick,supcon,3,head_only,1658,416,66,434,420,14,88.479263,0.869600,88.095238,0.865033,100.000000,100.000000,88.479263,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_k3_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""sidekick"": 14}"
sub10,sidekick,supcon,5,head_only,1658,416,110,390,378,12,93.846154,0.927982,93.650794,0.931355,100.000000,100.000000,93.846154,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_k5_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""sidekick"": 12}"
sub10,sidekick,supcon,10,head_only,1658,416,220,280,273,7,97.142857,0.967947,97.069597,0.966421,100.000000,100.000000,97.142857,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sidekick_supcon_k10_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""sidekick"": 7}"
sub10,sit,scratch,1,head_only,1647,413,22,478,458,20,93.096234,0.919518,93.013100,0.918068,95.000000,95.000000,93.096234,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_k1_head_only_last.pth,,"{""sit"": 19, ""stand"": 1}"
sub10,sit,scratch,3,head_only,1647,413,66,434,416,18,89.631336,0.911619,89.423077,0.927217,94.444444,94.444444,89.631336,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_k3_head_only_last.pth,,"{""sit"": 17, ""stand"": 1}"
sub10,sit,scratch,5,head_only,1647,413,110,390,374,16,97.179487,0.966232,97.326203,0.967603,93.750000,93.750000,97.179487,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_k5_head_only_last.pth,,"{""sit"": 15, ""stand"": 1}"
sub10,sit,scratch,10,head_only,1647,413,220,280,269,11,97.857143,0.972132,98.141264,0.975143,90.909091,90.909091,97.857143,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_scratch_k10_head_only_last.pth,,"{""sit"": 10, ""stand"": 1}"
sub10,sit,supLP120,1,head_only,1647,413,22,478,458,20,92.468619,0.919922,92.139738,0.917270,100.000000,100.000000,92.468619,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_k1_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""sit"": 20}"
sub10,sit,supLP120,3,head_only,1647,413,66,434,416,18,90.092166,0.912762,89.663462,0.914415,100.000000,100.000000,90.092166,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_k3_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""sit"": 18}"
sub10,sit,supLP120,5,head_only,1647,413,110,390,374,16,96.153846,0.954618,95.989305,0.952457,100.000000,100.000000,96.153846,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_k5_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""sit"": 16}"
sub10,sit,supLP120,10,head_only,1647,413,220,280,269,11,98.214286,0.976505,98.141264,0.975387,100.000000,100.000000,98.214286,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supLP120_k10_head_only_last.pth,trained_models/SUPERVISED/sup_lr_ntu120_epoch_50.pth,"{""sit"": 11}"
sub10,sit,supMAE,1,head_only,1647,413,22,478,458,20,91.422594,0.902976,91.048035,0.898356,100.000000,100.000000,91.422594,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_k1_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""sit"": 20}"
sub10,sit,supMAE,3,head_only,1647,413,66,434,416,18,91.013825,0.925559,90.625000,0.939558,100.000000,100.000000,91.013825,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_k3_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""sit"": 18}"
sub10,sit,supMAE,5,head_only,1647,413,110,390,374,16,96.666667,0.960459,96.524064,0.958576,100.000000,100.000000,96.666667,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_k5_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""sit"": 16}"
sub10,sit,supMAE,10,head_only,1647,413,220,280,269,11,97.500000,0.970380,97.397770,0.968970,100.000000,100.000000,97.500000,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supMAE_k10_head_only_last.pth,trained_models/SUPMAE/supmae_best.pth,"{""sit"": 11}"
sub10,sit,mae,1,head_only,1647,413,22,478,458,20,89.121339,0.882245,89.082969,0.882564,90.000000,90.000000,89.121339,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_k1_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sit"": 18, ""stand"": 2}"
sub10,sit,mae,3,head_only,1647,413,66,434,416,18,90.552995,0.917126,91.105769,0.937192,77.777778,77.777778,90.552995,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_k3_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sit"": 14, ""stand"": 4}"
sub10,sit,mae,5,head_only,1647,413,110,390,374,16,94.615385,0.940858,95.454545,0.950136,75.000000,75.000000,94.615385,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_k5_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sit"": 12, ""stand"": 4}"
sub10,sit,mae,10,head_only,1647,413,220,280,269,11,97.500000,0.973934,97.769517,0.977030,90.909091,90.909091,97.500000,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_mae_k10_head_only_last.pth,trained_models/MAE/mae_geoLoss_epoch_50.pth,"{""sit"": 10, ""stand"": 1}"
sub10,sit,supcon,1,head_only,1647,413,22,478,458,20,89.958159,0.888307,89.519651,0.882988,100.000000,100.000000,89.958159,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supcon_k1_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""sit"": 20}"
sub10,sit,supcon,3,head_only,1647,413,66,434,416,18,90.322581,0.916569,89.903846,0.930140,100.000000,100.000000,90.322581,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supcon_k3_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""sit"": 18}"
sub10,sit,supcon,5,head_only,1647,413,110,390,374,16,95.128205,0.940590,94.919786,0.937760,100.000000,100.000000,95.128205,30,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supcon_base21_bestVal.pth,/home/ptimilsina/projects/DA_GestureRecognition-clean/trained_models/LOSO-LeaveClassOutFewShot/models/sub10_oov-sit_supcon_k5_head_only_last.pth,trained_models/ContrastiveNTU/supcon_epoch_50.pth,"{""sit"": 16}"
