vocab,method,k,tau,hard_success,mean_cost,rejection_rate,corrective_per_mission
67,supcon,3,0.9,0.925,17.241,0.22012373819602735,0.162
68,scratch,1,0.0,0.353,33.396,0.0,0.832
68,mae,1,0.0,0.252,37.749,0.0,1.003
68,supMAE,1,0.0,0.414,30.339,0.0,0.913
68,supLP120,1,0.0,0.331,34.623,0.0,1.101
68,supcon,1,0.0,0.325,33.844,0.0,1.028
68,scratch,1,0.9,0.545,26.73,0.3785496096843534,0.304
68,mae,1,0.9,0.529,30.526,0.3583802272978043,0.64
68,supMAE,1,0.9,0.619,26.505,0.3068955312222551,0.45
68,supLP120,1,0.9,0.626,26.422,0.2796297416661625,0.511
68,supcon,1,0.9,0.612,26.966,0.25967400771432125,0.644
68,scratch,3,0.0,0.613,23.604,0.0,0.708
68,mae,3,0.0,0.578,24.897,0.0,0.719
68,supMAE,3,0.0,0.766,19.175,0.0,0.645
68,supLP120,3,0.0,0.699,20.853,0.0,0.671
68,supcon,3,0.0,0.735,20.333,0.0,0.731
68,scratch,3,0.9,0.847,19.869,0.33054074638233055,0.34
68,mae,3,0.9,0.736,21.597,0.3822635135135135,0.259
68,supMAE,3,0.9,0.884,19.284,0.29340298870125137,0.434
68,supLP120,3,0.9,0.958,17.168,0.2127434796962694,0.421
68,supcon,3,0.9,0.931,17.27,0.20192371919043484,0.313
69,scratch,1,0.0,0.461,29.133,0.0,1.251
69,mae,1,0.0,0.415,32.087,0.0,1.409
69,supMAE,1,0.0,0.494,28.21,0.0,1.25
69,supLP120,1,0.0,0.278,38.483,0.0,1.581
69,supcon,1,0.0,0.384,32.997,0.0,1.379
69,scratch,1,0.9,0.676,25.095,0.3157410071942446,0.4
69,mae,1,0.9,0.599,28.258,0.3452341597796143,0.596
69,supMAE,1,0.9,0.792,22.476,0.2759852291300926,0.599
69,supLP120,1,0.9,0.601,27.933,0.3075762849518506,0.505
69,supcon,1,0.9,0.631,25.632,0.23580089342693045,0.574
69,scratch,3,0.0,0.695,20.936,0.0,0.632
69,mae,3,0.0,0.723,21.445,0.0,1.055
69,supMAE,3,0.0,0.792,18.555,0.0,0.645
69,supLP120,3,0.0,0.641,22.962,0.0,0.814
69,supcon,3,0.0,0.705,20.855,0.0,0.765
69,scratch,3,0.9,0.885,19.168,0.27461799660441427,0.252
69,mae,3,0.9,0.907,20.033,0.34131536448181765,0.392
69,supMAE,3,0.9,0.924,17.777,0.24468420720550194,0.176
69,supLP120,3,0.9,0.925,18.168,0.26213652427304857,0.293
69,supcon,3,0.9,0.878,18.492,0.20370616365568545,0.312
70,scratch,1,0.0,0.82,21.404,0.0,1.828
70,mae,1,0.0,0.844,22.001,0.0,2.267
70,supMAE,1,0.0,0.88,19.231,0.0,1.577
70,supLP120,1,0.0,0.768,21.741,0.0,1.587
70,supcon,1,0.0,0.89,19.945,0.0,1.915
70,scratch,1,0.9,0.822,22.132,0.3595573997233748,0.899
70,mae,1,0.9,0.849,22.463,0.3968606310448708,0.894
70,supMAE,1,0.9,0.921,20.157,0.30360296714941715,0.737
70,supLP120,1,0.9,0.938,20.295,0.28725443219932917,0.873
70,supcon,1,0.9,0.954,20.359,0.2765055131467345,1.091
70,scratch,3,0.0,0.864,18.339,0.0,1.173
70,mae,3,0.0,0.911,18.013,0.0,1.391
70,supMAE,3,0.0,0.919,16.574,0.0,0.978
70,supLP120,3,0.0,0.949,15.449,0.0,0.803
70,supcon,3,0.0,0.9,16.637,0.0,0.859
70,scratch,3,0.9,0.901,20.218,0.316706209131416,0.639
70,mae,3,0.9,0.861,21.125,0.38525737669610166,0.531
70,supMAE,3,0.9,0.961,18.459,0.28370294277599856,0.51
70,supLP120,3,0.9,0.966,17.094,0.2224314846083907,0.372
70,supcon,3,0.9,0.97,16.543,0.21872546453807903,0.273
71,scratch,1,0.0,0.271,40.153,0.0,1.351
71,mae,1,0.0,0.203,45.336,0.0,1.932
71,supMAE,1,0.0,0.236,42.766,0.0,1.562
71,supLP120,1,0.0,0.265,40.247,0.0,1.589
71,supcon,1,0.0,0.26,41.384,0.0,1.508
71,scratch,1,0.9,0.4,35.424,0.3311589720519597,0.527
71,mae,1,0.9,0.402,36.071,0.44980901451489685,1.192
71,supMAE,1,0.9,0.491,33.512,0.33223366133894544,1.017
71,supLP120,1,0.9,0.461,34.071,0.3350908682970608,0.821
71,supcon,1,0.9,0.464,33.483,0.3341428974865857,0.846
71,scratch,3,0.0,0.546,27.381,0.0,1.247
71,mae,3,0.0,0.467,31.331,0.0,1.637
71,supMAE,3,0.0,0.559,26.382,0.0,1.134
71,supLP120,3,0.0,0.605,25.16,0.0,1.04
71,supcon,3,0.0,0.517,27.853,0.0,1.091
71,scratch,3,0.9,0.731,24.139,0.3198010177826062,0.43
71,mae,3,0.9,0.665,26.464,0.47498309668695066,0.566
71,supMAE,3,0.9,0.744,23.925,0.3193209841142398,0.396
71,supLP120,3,0.9,0.804,22.159,0.28164196123147095,0.492
71,supcon,3,0.9,0.857,20.736,0.281637567730283,0.422
72,scratch,1,0.0,0.76,22.816,0.0,1.832
72,mae,1,0.0,0.628,27.412,0.0,2.224
72,supMAE,1,0.0,0.79,22.83,0.0,2.07
72,supLP120,1,0.0,0.602,27.208,0.0,1.936
72,supcon,1,0.0,0.688,24.302,0.0,1.734
72,scratch,1,0.9,0.891,21.811,0.33037179559730634,0.76
72,mae,1,0.9,0.77,26.256,0.4245578056908485,1.417
72,supMAE,1,0.9,0.9,22.523,0.31919041339372745,1.154
72,supLP120,1,0.9,0.842,22.573,0.2779759385768696,0.944
72,supcon,1,0.9,0.902,20.277,0.28824554027268906,0.696
72,scratch,3,0.0,0.791,20.62,0.0,1.36
72,mae,3,0.0,0.772,20.224,0.0,1.028
72,supMAE,3,0.0,0.801,19.38,0.0,1.04
72,supLP120,3,0.0,0.695,20.933,0.0,0.751
72,supcon,3,0.0,0.753,20.658,0.0,1.046
72,scratch,3,0.9,0.903,20.485,0.2857228124626955,0.617
72,mae,3,0.9,0.813,22.601,0.4005102040816326,0.431
72,supMAE,3,0.9,0.873,20.518,0.31298245614035086,0.566
72,supLP120,3,0.9,0.912,18.325,0.246227665887998,0.282
72,supcon,3,0.9,0.942,17.501,0.2322390356501667,0.275
73,scratch,1,0.0,0.584,26.31,0.0,1.49
73,mae,1,0.0,0.446,31.034,0.0,1.578
73,supMAE,1,0.0,0.574,26.334,0.0,1.278
73,supLP120,1,0.0,0.464,30.621,0.0,1.487
73,supcon,1,0.0,0.46,30.172,0.0,1.364
73,scratch,1,0.9,0.798,22.446,0.3081115930137147,0.728
73,mae,1,0.9,0.681,26.602,0.36355098884101206,1.02
73,supMAE,1,0.9,0.808,21.813,0.2655768044417027,0.621
73,supLP120,1,0.9,0.815,22.343,0.26229609490855166,0.793
73,supcon,1,0.9,0.787,22.59,0.25708388065303056,0.801
73,scratch,3,0.0,0.679,21.468,0.0,0.796
73,mae,3,0.0,0.676,22.046,0.0,0.802
73,supMAE,3,0.0,0.709,20.652,0.0,0.624
73,supLP120,3,0.0,0.765,18.937,0.0,0.579
73,supcon,3,0.0,0.701,20.661,0.0,0.647
73,scratch,3,0.9,0.793,20.883,0.27314474650991916,0.217
73,mae,3,0.9,0.769,21.637,0.35118278361521604,0.18
73,supMAE,3,0.9,0.849,19.239,0.23314139475367882,0.183
73,supLP120,3,0.9,0.961,16.091,0.19950491737472403,0.148
73,supcon,3,0.9,0.898,17.967,0.22469648769720185,0.168
74,scratch,1,0.0,0.569,27.571,0.0,1.717
74,mae,1,0.0,0.639,26.386,0.0,1.982
74,supMAE,1,0.0,0.693,24.064,0.0,1.728
74,supLP120,1,0.0,0.548,28.031,0.0,1.757
74,supcon,1,0.0,0.61,26.724,0.0,1.828
74,scratch,1,0.9,0.724,24.563,0.33167601318147655,0.902
74,mae,1,0.9,0.84,24.251,0.38694023946410677,1.104
74,supMAE,1,0.9,0.881,21.501,0.2906474820143885,0.967
74,supLP120,1,0.9,0.678,25.901,0.27716535433070866,0.737
74,supcon,1,0.9,0.819,23.295,0.282922429344558,1.015
74,scratch,3,0.0,0.672,22.0,0.0,0.82
74,mae,3,0.0,0.801,19.641,0.0,1.107
74,supMAE,3,0.0,0.836,18.324,0.0,0.908
74,supLP120,3,0.0,0.905,16.797,0.0,0.939
74,supcon,3,0.0,0.845,18.323,0.0,1.001
74,scratch,3,0.9,0.811,20.814,0.3234949636917311,0.406
74,mae,3,0.9,0.892,20.949,0.3652121609798775,0.487
74,supMAE,3,0.9,0.959,18.274,0.25725519565624416,0.557
74,supLP120,3,0.9,0.99,16.357,0.20720005294156574,0.362
74,supcon,3,0.9,0.957,17.307,0.21903520208604954,0.389
75,scratch,1,0.0,0.475,29.584,0.0,1.408
75,mae,1,0.0,0.463,31.372,0.0,1.784
75,supMAE,1,0.0,0.44,30.734,0.0,1.478
75,supLP120,1,0.0,0.533,29.523,0.0,1.741
75,supcon,1,0.0,0.558,27.457,0.0,1.539
75,scratch,1,0.9,0.627,25.315,0.3009070432824009,0.576
75,mae,1,0.9,0.75,23.462,0.3381820272523429,0.603
75,supMAE,1,0.9,0.724,24.165,0.25823386038372603,0.808
75,supLP120,1,0.9,0.793,22.631,0.27774405050995626,0.713
75,supcon,1,0.9,0.729,23.233,0.23430184080559296,0.594
75,scratch,3,0.0,0.653,22.037,0.0,0.779
75,mae,3,0.0,0.572,25.428,0.0,1.096
75,supMAE,3,0.0,0.682,21.334,0.0,0.618
75,supLP120,3,0.0,0.735,20.284,0.0,0.788
75,supcon,3,0.0,0.644,21.793,0.0,0.671
75,scratch,3,0.9,0.837,19.118,0.2504784994258007,0.228
75,mae,3,0.9,0.8,21.3,0.33582175261284025,0.282
75,supMAE,3,0.9,0.866,18.239,0.2119397090765484,0.142
75,supLP120,3,0.9,0.869,18.675,0.22572280565279398,0.243
75,supcon,3,0.9,0.901,17.02,0.1710297895979446,0.253
76,scratch,1,0.0,0.465,29.285,0.0,1.215
76,mae,1,0.0,0.38,35.505,0.0,1.795
76,supMAE,1,0.0,0.546,28.374,0.0,1.578
76,supLP120,1,0.0,0.292,36.839,0.0,1.413
76,supcon,1,0.0,0.389,32.895,0.0,1.445
76,scratch,1,0.9,0.775,22.84,0.2560467574457502,0.699
76,mae,1,0.9,0.591,29.745,0.39085835769332977,1.09
76,supMAE,1,0.9,0.867,21.827,0.2624328164576512,1.0
76,supLP120,1,0.9,0.622,27.787,0.28045685279187815,0.853
76,supcon,1,0.9,0.609,27.412,0.2686879891538793,0.815
76,scratch,3,0.0,0.721,21.312,0.0,0.984
76,mae,3,0.0,0.765,21.014,0.0,1.238
76,supMAE,3,0.0,0.809,19.319,0.0,1.073
76,supLP120,3,0.0,0.707,21.165,0.0,0.935
76,supcon,3,0.0,0.756,20.499,0.0,1.093
76,scratch,3,0.9,0.967,17.906,0.22989392478302798,0.577
76,mae,3,0.9,0.907,20.697,0.3409244264507422,0.651
76,supMAE,3,0.9,0.944,18.866,0.24775312676764502,0.625
76,supLP120,3,0.9,0.942,17.655,0.19700214132762311,0.517
76,supcon,3,0.9,0.909,18.625,0.22408437944868642,0.437
77,scratch,1,0.0,0.696,24.236,0.0,1.792
77,mae,1,0.0,0.58,28.39,0.0,2.13
77,supMAE,1,0.0,0.677,24.011,0.0,1.477
77,supLP120,1,0.0,0.499,31.16,0.0,2.1
77,supcon,1,0.0,0.581,27.532,0.0,1.804
77,scratch,1,0.9,0.765,23.99,0.33827063886870495,0.833
77,mae,1,0.9,0.717,26.754,0.3632106294924853,1.07
77,supMAE,1,0.9,0.83,21.862,0.29510141145771557,0.64
77,supLP120,1,0.9,0.699,25.923,0.29599905582438335,0.879
77,supcon,1,0.9,0.739,25.063,0.262850107725454,1.026
77,scratch,3,0.0,0.771,19.074,0.0,0.678
77,mae,3,0.0,0.704,21.01,0.0,0.81
77,supMAE,3,0.0,0.744,19.089,0.0,0.483
77,supLP120,3,0.0,0.72,20.311,0.0,0.657
77,supcon,3,0.0,0.717,19.722,0.0,0.534
77,scratch,3,0.9,0.83,20.409,0.3181028492008339,0.187
77,mae,3,0.9,0.785,21.736,0.34786799727829437,0.28
77,supMAE,3,0.9,0.884,18.988,0.2817405005757227,0.149
77,supLP120,3,0.9,0.841,18.88,0.20884488448844885,0.15
77,supcon,3,0.9,0.836,18.872,0.19958586600761472,0.187
78,scratch,1,0.0,0.743,23.653,0.0,2.031
78,mae,1,0.0,0.774,24.373,0.0,2.391
78,supMAE,1,0.0,0.797,22.8,0.0,2.12
78,supLP120,1,0.0,0.802,23.756,0.0,2.512
78,supcon,1,0.0,0.79,22.923,0.0,2.161
78,scratch,1,0.9,0.856,22.701,0.30586584010760864,1.094
78,mae,1,0.9,0.908,22.961,0.3441901898557987,1.22
78,supMAE,1,0.9,0.9,22.173,0.27384370990407525,1.402
78,supLP120,1,0.9,0.888,22.245,0.30176707779886147,1.207
78,supcon,1,0.9,0.878,21.696,0.26987151902624945,1.063
78,scratch,3,0.0,0.739,20.056,0.0,0.812
78,mae,3,0.0,0.782,21.194,0.0,1.538
78,supMAE,3,0.0,0.807,18.812,0.0,0.924
78,supLP120,3,0.0,0.826,18.914,0.0,1.098
78,supcon,3,0.0,0.803,18.872,0.0,0.924
78,scratch,3,0.9,0.891,19.201,0.2901831281897328,0.282
78,mae,3,0.9,0.833,21.988,0.40663988158172976,0.524
78,supMAE,3,0.9,0.881,19.189,0.27205882352941174,0.283
78,supLP120,3,0.9,0.89,19.239,0.2675392345388003,0.426
78,supcon,3,0.9,0.929,17.691,0.21501572327044025,0.349
79,scratch,1,0.0,0.408,33.407,0.0,1.789
79,mae,1,0.0,0.38,35.765,0.0,2.015
79,supMAE,1,0.0,0.413,33.334,0.0,1.618
79,supLP120,1,0.0,0.302,38.93,0.0,1.93
79,supcon,1,0.0,0.343,35.9,0.0,1.74
79,scratch,1,0.9,0.566,29.392,0.3535319904555796,0.797
79,mae,1,0.9,0.529,31.936,0.4132788559754852,0.892
79,supMAE,1,0.9,0.57,29.25,0.30423589983618066,0.846
79,supLP120,1,0.9,0.562,30.958,0.3365054338645194,1.033
79,supcon,1,0.9,0.602,29.097,0.31265580613368893,0.976
79,scratch,3,0.0,0.753,20.598,0.0,1.086
79,mae,3,0.0,0.695,23.851,0.0,1.637
79,supMAE,3,0.0,0.709,21.649,0.0,1.043
79,supLP120,3,0.0,0.699,21.834,0.0,0.958
79,supcon,3,0.0,0.746,21.156,0.0,1.132
79,scratch,3,0.9,0.811,21.733,0.33833219722790275,0.503
79,mae,3,0.9,0.813,22.7,0.4290180401804018,0.556
79,supMAE,3,0.9,0.8,22.431,0.3154292943815056,0.334
79,supLP120,3,0.9,0.909,20.198,0.30937061300889096,0.574
79,supcon,3,0.9,0.885,19.885,0.2750697223232691,0.397
80,scratch,1,0.0,0.745,19.939,0.0,0.753
80,mae,1,0.0,0.665,21.959,0.0,0.813
80,supMAE,1,0.0,0.666,20.866,0.0,0.442
80,supLP120,1,0.0,0.575,24.704,0.0,0.708
80,supcon,1,0.0,0.692,20.643,0.0,0.641
80,scratch,1,0.9,0.944,16.791,0.19400577918150663,0.27
80,mae,1,0.9,0.798,21.647,0.2667648321982944,0.396
80,supMAE,1,0.9,0.813,18.967,0.1606942889137738,0.273
80,supLP120,1,0.9,0.699,22.285,0.19331180191091374,0.281
80,supcon,1,0.9,0.893,17.451,0.17029661895872225,0.276
80,scratch,3,0.0,0.828,16.687,0.0,0.329
80,mae,3,0.0,0.856,16.492,0.0,0.464
80,supMAE,3,0.0,0.857,15.552,0.0,0.224
80,supLP120,3,0.0,0.837,16.23,0.0,0.31
80,supcon,3,0.0,0.828,16.677,0.0,0.359
80,scratch,3,0.9,0.963,15.121,0.16127001888243933,0.074
80,mae,3,0.9,0.913,17.825,0.24871150219987428,0.265
80,supMAE,3,0.9,0.944,14.907,0.11810097743808334,0.06
80,supLP120,3,0.9,0.91,15.566,0.09720132410472465,0.158
80,supcon,3,0.9,0.92,15.463,0.11738746690203,0.089
81,scratch,1,0.0,0.48,28.421,0.0,0.767
81,mae,1,0.0,0.368,31.44,0.0,0.84
81,supMAE,1,0.0,0.45,27.323,0.0,0.561
81,supLP120,1,0.0,0.419,29.69,0.0,0.49
81,supcon,1,0.0,0.439,29.327,0.0,0.749
81,scratch,1,0.9,0.682,22.811,0.3076462128475551,0.261
81,mae,1,0.9,0.583,27.953,0.34653793103448277,0.336
81,supMAE,1,0.9,0.698,23.173,0.25456255879586076,0.356
81,supLP120,1,0.9,0.614,25.652,0.237445832271221,0.3
81,supcon,1,0.9,0.705,23.106,0.24450775561886673,0.217
81,scratch,3,0.0,0.448,27.978,0.0,0.306
81,mae,3,0.0,0.442,28.081,0.0,0.327
81,supMAE,3,0.0,0.528,24.594,0.0,0.238
81,supLP120,3,0.0,0.604,22.465,0.0,0.355
81,supcon,3,0.0,0.559,23.781,0.0,0.407
81,scratch,3,0.9,0.742,21.479,0.25164017158718144,0.129
81,mae,3,0.9,0.705,23.515,0.3245745170193192,0.261
81,supMAE,3,0.9,0.708,21.982,0.21043260353468743,0.126
81,supLP120,3,0.9,0.813,18.783,0.16448285475327573,0.185
81,supcon,3,0.9,0.832,18.512,0.1754964612107469,0.133
82,scratch,1,0.0,0.456,28.285,0.0,0.875
82,mae,1,0.0,0.296,35.048,0.0,0.976
82,supMAE,1,0.0,0.291,33.844,0.0,0.568
82,supLP120,1,0.0,0.379,31.089,0.0,0.863
82,supcon,1,0.0,0.395,30.656,0.0,0.692
82,scratch,1,0.9,0.644,23.944,0.30687578269425725,0.205
82,mae,1,0.9,0.44,31.356,0.3573385518590998,0.357
82,supMAE,1,0.9,0.502,29.035,0.2662221399024511,0.266
82,supLP120,1,0.9,0.69,24.355,0.27847184501176897,0.322
82,supcon,1,0.9,0.746,22.535,0.25630959057767805,0.336
82,scratch,3,0.0,0.546,24.936,0.0,0.632
82,mae,3,0.0,0.529,25.605,0.0,0.595
82,supMAE,3,0.0,0.547,23.966,0.0,0.382
82,supLP120,3,0.0,0.62,22.174,0.0,0.458
82,supcon,3,0.0,0.547,24.52,0.0,0.46
82,scratch,3,0.9,0.701,21.981,0.2449968132568515,0.177
82,mae,3,0.9,0.653,23.67,0.29628295202065696,0.119
82,supMAE,3,0.9,0.718,21.4,0.20001340572424425,0.167
82,supLP120,3,0.9,0.823,18.853,0.17158862991908155,0.218
82,supcon,3,0.9,0.833,18.628,0.1735354927636113,0.206
83,scratch,1,0.0,0.729,20.636,0.0,0.932
83,mae,1,0.0,0.703,22.318,0.0,1.286
83,supMAE,1,0.0,0.727,21.272,0.0,1.104
83,supLP120,1,0.0,0.702,22.991,0.0,1.497
83,supcon,1,0.0,0.722,20.779,0.0,0.933
83,scratch,1,0.9,0.879,19.803,0.28083146475971155,0.374
83,mae,1,0.9,0.87,20.829,0.3143485558835446,0.424
83,supMAE,1,0.9,0.883,19.364,0.22334564780607946,0.525
83,supLP120,1,0.9,0.949,18.764,0.22965583788999677,0.753
83,supcon,1,0.9,0.917,17.541,0.20030662578322891,0.293
83,scratch,3,0.0,0.781,18.36,0.0,0.58
83,mae,3,0.0,0.816,17.56,0.0,0.58
83,supMAE,3,0.0,0.829,16.613,0.0,0.351
83,supLP120,3,0.0,0.912,15.037,0.0,0.419
83,supcon,3,0.0,0.842,16.724,0.0,0.448
83,scratch,3,0.9,0.901,17.876,0.23330770216583366,0.13
83,mae,3,0.9,0.87,19.243,0.32318153248385806,0.074
83,supMAE,3,0.9,0.939,16.345,0.199037240088253,0.076
83,supLP120,3,0.9,0.969,15.052,0.17631252583712279,0.006
83,supcon,3,0.9,0.95,15.282,0.15794648500596953,0.021
84,scratch,1,0.0,0.465,28.66,0.0,0.98
84,mae,1,0.0,0.376,32.913,0.0,1.411
84,supMAE,1,0.0,0.52,26.65,0.0,1.01
84,supLP120,1,0.0,0.387,32.331,0.0,1.217
84,supcon,1,0.0,0.466,28.312,0.0,1.084
84,scratch,1,0.9,0.692,23.504,0.3422007255139057,0.459
84,mae,1,0.9,0.622,27.144,0.39606311678716555,0.525
84,supMAE,1,0.9,0.745,22.721,0.27672534567826035,0.428
84,supLP120,1,0.9,0.646,27.201,0.2864564672160516,0.705
84,supcon,1,0.9,0.772,23.207,0.26904703576678096,0.713
84,scratch,3,0.0,0.681,21.407,0.0,0.709
84,mae,3,0.0,0.695,21.912,0.0,0.884
84,supMAE,3,0.0,0.836,17.75,0.0,0.75
84,supLP120,3,0.0,0.852,17.061,0.0,0.667
84,supcon,3,0.0,0.838,17.88,0.0,0.8
84,scratch,3,0.9,0.857,19.978,0.2892287234042553,0.438
84,mae,3,0.9,0.844,21.634,0.3617568232784554,0.417
84,supMAE,3,0.9,0.93,18.377,0.25108470099981134,0.458
84,supLP120,3,0.9,0.986,16.41,0.19884957527924554,0.413
84,supcon,3,0.9,0.952,17.06,0.20928698634654705,0.333
85,scratch,1,0.0,0.827,18.88,0.0,1.12
85,mae,1,0.0,0.737,21.488,0.0,1.336
85,supMAE,1,0.0,0.799,19.021,0.0,0.987
85,supLP120,1,0.0,0.625,23.741,0.0,0.947
85,supcon,1,0.0,0.765,20.227,0.0,1.089
85,scratch,1,0.9,0.845,18.698,0.3454967557592714,0.333
85,mae,1,0.9,0.901,20.062,0.3087756052141527,0.446
85,supMAE,1,0.9,0.91,18.789,0.26534554745435285,0.454
85,supLP120,1,0.9,0.872,19.509,0.23721973094170404,0.453
85,supcon,1,0.9,0.943,17.804,0.21753097751262046,0.517
85,scratch,3,0.0,0.897,16.436,0.0,0.792
85,mae,3,0.0,0.906,16.646,0.0,0.922
85,supMAE,3,0.0,0.915,15.328,0.0,0.536
85,supLP120,3,0.0,0.851,17.041,0.0,0.607
85,supcon,3,0.0,0.863,16.464,0.0,0.568
85,scratch,3,0.9,0.915,17.211,0.27527665995975853,0.209
85,mae,3,0.9,0.945,18.301,0.3234851118062797,0.213
85,supMAE,3,0.9,0.974,16.111,0.20688055150470636,0.195
85,supLP120,3,0.9,0.961,15.763,0.16803221774753507,0.207
85,supcon,3,0.9,0.976,15.031,0.14414221460698223,0.188
86,scratch,1,0.0,0.533,25.538,0.0,0.966
86,mae,1,0.0,0.419,28.811,0.0,1.017
86,supMAE,1,0.0,0.515,25.219,0.0,0.773
86,supLP120,1,0.0,0.525,26.599,0.0,1.073
86,supcon,1,0.0,0.66,21.953,0.0,0.951
86,scratch,1,0.9,0.762,20.856,0.21649484536082475,0.269
86,mae,1,0.9,0.615,26.066,0.30916052677380057,0.523
86,supMAE,1,0.9,0.683,22.923,0.20381826648040977,0.43
86,supLP120,1,0.9,0.788,21.675,0.2308729139922978,0.585
86,supcon,1,0.9,0.786,20.056,0.200546885420835,0.294
86,scratch,3,0.0,0.727,18.925,0.0,0.395
86,mae,3,0.0,0.717,19.683,0.0,0.601
86,supMAE,3,0.0,0.774,17.677,0.0,0.299
86,supLP120,3,0.0,0.775,18.343,0.0,0.581
86,supcon,3,0.0,0.758,18.457,0.0,0.459
86,scratch,3,0.9,0.856,17.908,0.1885783882536031,0.083
86,mae,3,0.9,0.9,18.7,0.2980638285274439,0.297
86,supMAE,3,0.9,0.826,17.98,0.18910103961405178,0.081
86,supLP120,3,0.9,0.906,16.737,0.15747643831762553,0.273
86,supcon,3,0.9,0.915,16.065,0.14714671979507613,0.117
87,scratch,1,0.0,0.293,38.663,0.0,1.121
87,mae,1,0.0,0.256,40.095,0.0,1.285
87,supMAE,1,0.0,0.255,38.822,0.0,1.014
87,supLP120,1,0.0,0.32,36.178,0.0,1.206
87,supcon,1,0.0,0.37,33.733,0.0,1.311
87,scratch,1,0.9,0.479,30.264,0.4569130008766954,0.591
87,mae,1,0.9,0.382,33.563,0.47333795013850416,0.489
87,supMAE,1,0.9,0.476,31.948,0.37350303420868913,0.469
87,supLP120,1,0.9,0.541,30.438,0.32028204540243066,0.598
87,supcon,1,0.9,0.704,25.891,0.34375175040609424,0.726
87,scratch,3,0.0,0.407,31.664,0.0,0.788
87,mae,3,0.0,0.394,31.845,0.0,0.795
87,supMAE,3,0.0,0.453,28.724,0.0,0.528
87,supLP120,3,0.0,0.623,22.308,0.0,0.576
87,supcon,3,0.0,0.517,25.83,0.0,0.57
87,scratch,3,0.9,0.603,26.925,0.4002230246389125,0.211
87,mae,3,0.9,0.591,26.825,0.4488619272034493,0.133
87,supMAE,3,0.9,0.736,23.209,0.3106395348837209,0.223
87,supLP120,3,0.9,0.862,19.54,0.25678859268443893,0.19
87,supcon,3,0.9,0.824,20.464,0.2616354533654738,0.175
88,scratch,1,0.0,0.679,23.57,0.0,1.41
88,mae,1,0.0,0.616,24.68,0.0,1.34
88,supMAE,1,0.0,0.673,22.275,0.0,1.045
88,supLP120,1,0.0,0.537,28.21,0.0,1.51
88,supcon,1,0.0,0.721,22.228,0.0,1.356
88,scratch,1,0.9,0.742,22.611,0.40033922416151446,0.398
88,mae,1,0.9,0.76,24.658,0.33235790658413056,0.716
88,supMAE,1,0.9,0.703,24.225,0.3028894250573766,0.404
88,supLP120,1,0.9,0.76,24.019,0.2937625754527163,0.727
88,supcon,1,0.9,0.809,22.098,0.27635032041501373,0.671
88,scratch,3,0.0,0.88,18.021,0.0,1.187
88,mae,3,0.0,0.789,19.549,0.0,1.043
88,supMAE,3,0.0,0.833,17.898,0.0,0.786
88,supLP120,3,0.0,0.86,17.823,0.0,1.001
88,supcon,3,0.0,0.829,18.052,0.0,0.824
88,scratch,3,0.9,0.87,20.589,0.34025649755986836,0.369
88,mae,3,0.9,0.849,20.556,0.386069491434402,0.225
88,supMAE,3,0.9,0.845,20.45,0.28819756638494276,0.309
88,supLP120,3,0.9,0.94,17.858,0.2509565326475569,0.345
88,supcon,3,0.9,0.921,17.89,0.22360894435777431,0.342
89,scratch,1,0.0,0.568,27.905,0.0,1.755
89,mae,1,0.0,0.422,34.425,0.0,2.155
89,supMAE,1,0.0,0.519,28.984,0.0,1.728
89,supLP120,1,0.0,0.452,30.79,0.0,1.43
89,supcon,1,0.0,0.574,27.404,0.0,1.768
89,scratch,1,0.9,0.796,22.804,0.32775371649303525,0.866
89,mae,1,0.9,0.746,27.407,0.40471502590673575,1.369
89,supMAE,1,0.9,0.739,24.648,0.2875135591177534,0.958
89,supLP120,1,0.9,0.71,25.494,0.2719848863428606,0.915
89,supcon,1,0.9,0.849,23.046,0.28107063017340345,1.165
89,scratch,3,0.0,0.724,22.068,0.0,1.276
89,mae,3,0.0,0.633,24.607,0.0,1.269
89,supMAE,3,0.0,0.854,18.059,0.0,1.033
89,supLP120,3,0.0,0.797,18.951,0.0,0.837
89,supcon,3,0.0,0.803,19.156,0.0,0.912
89,scratch,3,0.9,0.875,20.883,0.3067607289829512,0.611
89,mae,3,0.9,0.797,21.952,0.44624283322340047,0.381
89,supMAE,3,0.9,0.929,19.257,0.31992472359444835,0.691
89,supLP120,3,0.9,0.904,18.442,0.2341203644296163,0.352
89,supcon,3,0.9,0.971,17.093,0.24147781374976196,0.3
90,scratch,1,0.0,0.396,33.403,0.0,1.841
90,mae,1,0.0,0.402,34.043,0.0,2.041
90,supMAE,1,0.0,0.377,33.553,0.0,1.551
90,supLP120,1,0.0,0.512,30.953,0.0,2.091
90,supcon,1,0.0,0.372,34.867,0.0,1.889
90,scratch,1,0.9,0.541,29.944,0.3721878056732964,0.854
90,mae,1,0.9,0.548,32.187,0.4148592756985776,1.067
90,supMAE,1,0.9,0.662,26.538,0.3358988764044944,0.586
90,supLP120,1,0.9,0.807,24.155,0.3011576239476146,1.017
90,supcon,1,0.9,0.644,28.485,0.3060477546040783,1.084
90,scratch,3,0.0,0.525,26.682,0.0,1.014
90,mae,3,0.0,0.527,26.65,0.0,1.01
90,supMAE,3,0.0,0.625,23.081,0.0,0.787
90,supLP120,3,0.0,0.642,22.576,0.0,0.772
